Water kind,number,R_1,G_1,B_1,R_2,G_2,B_2,R_3,G_3,B_3
1.0,4.0,0.6385823529411764,0.6192643137254901,0.319672156862745,0.008226903054709474,0.006072895948860807,0.009838160635530589,-0.0050600059502536945,0.003139907473201904,-0.004368086424977827
1.0,40.0,0.5854788235294116,0.565510588235294,0.2558733333333333,0.007995415439534694,0.005299043402025248,0.010699592140465838,-0.0038000770294557757,0.0022294325340001613,0.005484426619379759
1.0,41.0,0.5820329411764704,0.5714345098039214,0.28028627450980387,0.006921697982460662,0.004958001792682197,0.01035477627823968,-0.003959912846389333,-0.0024187093457343272,0.005526244998364654
1.0,42.0,0.6065756862745096,0.5462243137254902,0.2971396078431372,0.009100187170379952,0.006694654239495131,0.009711070619647301,-0.004533719832200463,-0.0036280788380129627,-0.006773573180046432
1.0,43.0,0.6065756862745096,0.5462243137254902,0.2971396078431372,0.009100187170379952,0.006694654239495131,0.009711070619647301,-0.004533719832200463,-0.0036280788380129627,-0.006773573180046432
1.0,44.0,0.6079411764705881,0.5723145098039214,0.25749294117647054,0.008409341942792182,0.006580321998270509,0.010595041755647855,0.0024845371648428696,-0.0031629089594698715,-0.0010044541053256238
1.0,45.0,0.59188,0.5351156862745097,0.2646411764705882,0.008854425767428151,0.006308157025597277,0.010364615929220247,-0.004426239186416092,-0.0025881962601462328,0.008192103617349594
1.0,46.0,0.6077207843137253,0.54926431372549,0.2695129411764705,0.008444428159194332,0.006310322112796114,0.009416350484122331,-0.002736971196122387,-0.0024416434473081066,-0.006084798630061228
1.0,47.0,0.5991576470588235,0.57552431372549,0.25337411764705886,0.008734858121642767,0.005448686652401959,0.011006559744125302,0.003483215004338968,-0.0014230098044646327,0.006037005523107758
1.0,48.0,0.6402317647058823,0.6231117647058821,0.29654235294117637,0.008286458420608803,0.005379497081553437,0.0164748851117805,0.004081116126069279,0.0023120364799929707,0.008430366129348513
1.0,49.0,0.6447909803921568,0.6233329411764704,0.2847694117647059,0.009698150305017758,0.005997551711178333,0.011098868922078547,0.006451130901303101,0.002858713964906278,0.006373511897290024
1.0,5.0,0.5980376470588233,0.5181576470588234,0.2786345098039215,0.010504534704860968,0.007540074109063223,0.010611823224915818,0.003463490756656162,-0.0036567646767606205,-0.006272905071815594
1.0,50.0,0.599215294117647,0.5619647058823528,0.2677662745098039,0.008680106684649738,0.005534275430145888,0.011738779170300183,0.003779965099032647,-0.00255906558210494,-0.005662605912819951
1.0,51.0,0.5614843137254901,0.5760294117647058,0.23666431372549024,0.009642305340922445,0.006877456221260582,0.011205617062373593,0.00461893122420456,0.0030354441664798494,-0.004490794262788392
1.0,6.0,0.6509666666666667,0.5768482352941176,0.3360435294117647,0.008817067568500144,0.006679832800583609,0.009429134943074154,-0.00490755672427811,-0.0014878669943274975,-0.006107691638046675
1.0,7.0,0.6084803921568626,0.5681321568627449,0.2549105882352941,0.009077303745663803,0.006682505187900179,0.010787660913712246,-0.0017941589239251743,-0.00352303385703567,0.0038737412945094394
1.0,8.0,0.613465882352941,0.5671356862745097,0.26728745098039214,0.008942567452861696,0.006784309010538981,0.012682404543530654,-0.005057446442331763,-0.003913003272694412,0.0050142386153499766
1.0,9.0,0.609175294117647,0.5558568627450979,0.23208313725490198,0.008256093165415297,0.006199685906890635,0.010268795417347506,-0.004975263126718339,-0.003417461254173754,0.0019748648081103545
2.0,1.0,0.49510313725490196,0.5393411764705882,0.4161305882352942,0.011403708705567919,0.00988684616184889,0.014839219370517305,0.015452845828892368,0.016091622643208695,0.019990976371193406
2.0,10.0,0.571032156862745,0.5624388235294117,0.421324705882353,0.008743590620102775,0.00631007127231898,0.009180601684503256,-0.005724772155088516,0.0011245005970872018,0.00681597987725875
2.0,11.0,0.49542156862745096,0.48760823529411773,0.2701011764705882,0.010552695438005627,0.008665186627239507,0.016433466271211422,0.008529574732844832,0.007988723974611643,-0.0057865763347241675
2.0,12.0,0.5472125490196078,0.5030862745098038,0.2883243137254901,0.008802382816748848,0.0068282956083515105,0.00961727005317326,-0.0038086213189238187,-0.0029886757272476433,-0.004097492530784962
2.0,13.0,0.4711407843137255,0.49110901960784314,0.321196862745098,0.019116931988637932,0.017114133529759344,0.02711543182365842,0.016576637351179008,0.01578619814643815,0.02614292472453591
2.0,14.0,0.45618627450980404,0.4807098039215687,0.3270203921568627,0.013122581064512208,0.010005026802691146,0.011898031434588431,0.007923707111741583,0.007394287409138009,0.009517473888390252
2.0,15.0,0.49992941176470584,0.4878788235294118,0.34258470588235285,0.009431414128969525,0.0055021399353109126,0.011032193768530592,-0.0031489637297382883,-0.001524538932619893,0.006652289290113224
2.0,16.0,0.5593203921568627,0.5432086274509804,0.35971607843137254,0.036102921592050384,0.032125156238690056,0.04072892132779791,0.024890015718317768,0.021201463098996703,0.027816465719507327
2.0,17.0,0.5551964705882352,0.5707933333333332,0.316175294117647,0.0076356475843941465,0.00499729216949511,0.008825402772806934,0.001493187277629533,-0.0014286721665264512,0.006491705733319591
2.0,18.0,0.5556211764705882,0.5791701960784312,0.3311682352941176,0.006615913428693203,0.005109648079726688,0.010862451748003344,-0.0015316381919849348,-0.002476775340013693,0.006841401333366582
2.0,19.0,0.5512729411764705,0.5711768627450979,0.3164286274509804,0.007184539383389888,0.0049815808215603365,0.009360124269261846,0.0027270112019714627,-0.002530216594691424,0.005311176096073273
2.0,2.0,0.46517411764705896,0.5086509803921568,0.3610474509803921,0.01385437728426076,0.012797998209483179,0.019858011006981605,0.02291280998008828,0.022455294108135404,0.03200160516113052
2.0,20.0,0.4792658823529412,0.5281505882352941,0.33443607843137246,0.008491003140557002,0.006967793698123364,0.0119164892171881,-0.0026085823043881066,0.0025585287595757678,0.005856791230960575
2.0,21.0,0.4849717647058824,0.5060066666666667,0.34706941176470585,0.00845045097290795,0.006259657802277587,0.009548027254471668,0.003683508927168162,0.0012798730718333897,-0.004857227969663803
2.0,22.0,0.4849666666666667,0.5278266666666667,0.3828701960784314,0.009057446419390975,0.006455028660038787,0.009723278045377105,-0.003486054550135237,-0.0030155991685598084,0.005496573880418383
2.0,23.0,0.46274705882352946,0.48251254901960783,0.3245094117647058,0.008426081102908243,0.0065536481354373805,0.009771987197837211,0.0040788071431356555,-0.0033377576309054253,-0.002603998655358486
2.0,24.0,0.44778392156862756,0.48060313725490195,0.32259882352941177,0.007775900021586774,0.005872809984708653,0.009576088950337455,-0.004569181069307619,-0.0025348743449570446,0.006963711754027497
2.0,25.0,0.5495596078431372,0.5414901960784313,0.3115603921568627,0.011769893437993178,0.008954067075117202,0.013073997890398299,0.008449357551310498,0.0066404525002029015,0.0011061454653506907
2.0,26.0,0.4701325490196079,0.4841823529411765,0.28358627450980395,0.02211121362420908,0.020796251750968435,0.018800880880325832,0.007154725063621604,0.01104843889828865,0.010513915544081657
2.0,27.0,0.5597301960784312,0.5695831372549018,0.3305560784313725,0.014242663549175402,0.010879586512881477,0.008269446234342635,0.008221302839123677,0.006177407090799232,-0.004584443795688195
2.0,28.0,0.5433933333333333,0.5470380392156862,0.306258431372549,0.010089591676951679,0.0071234211009506485,0.010247609741836968,0.005756622674769195,0.00443407489866604,0.006233938421365073
2.0,29.0,0.552541568627451,0.5526129411764705,0.32702627450980387,0.010489969863787777,0.008340775740072064,0.014683785286049283,-0.006251067391140502,-0.003938507101416872,0.009759586756760587
2.0,3.0,0.49194117647058827,0.5463501960784313,0.42577058823529423,0.010500123578116081,0.008322736062332216,0.012256823535622555,0.009279801034031676,0.009707141614487899,0.011466434408466925
2.0,30.0,0.5384035294117647,0.5622929411764706,0.30025176470588233,0.006774343336679512,0.004703440395826578,0.009107735164728622,0.002549668836224127,-0.001678504478141295,0.003181410773021645
2.0,31.0,0.5404933333333334,0.5613176470588235,0.29147294117647055,0.007192048195556861,0.005331464493794975,0.00997327042026922,0.004151284302238132,-0.001938698507256924,-0.005845315957738927
2.0,32.0,0.5438772549019607,0.5653513725490195,0.2961474509803921,0.0074561306348935735,0.005309211366710587,0.010692363971054485,0.0018365194771123514,-0.0018695397239695244,-0.00807828025140518
2.0,33.0,0.5370764705882353,0.5688733333333332,0.3636278431372549,0.006470504752877971,0.005002373462042639,0.008145665381885546,-0.0019125164211969538,-0.001061219570638817,-0.004163966986762481
2.0,34.0,0.5423043137254902,0.5671949019607841,0.3234913725490196,0.007039501048342263,0.005029487688147632,0.010886931317418531,-0.0027598961945064773,-0.0024735760464051114,0.00498125894980282
2.0,35.0,0.5454407843137254,0.5738599999999998,0.3541345098039215,0.0072735967293360146,0.0049844718661758245,0.009751626416265088,0.004004911752033432,0.0015872871140833618,-0.0047956586216029926
2.0,36.0,0.5379996078431372,0.5475396078431373,0.3142341176470587,0.010551598190570007,0.008272901284042821,0.009216335321324534,0.004851160645268147,0.004771115364600196,-0.003251867416473442
2.0,37.0,0.5373607843137255,0.5389898039215686,0.31405725490196074,0.009699261754647076,0.007921066029483963,0.008661113330368777,0.002597163230132297,0.00468527184039114,0.0038464092360950518
2.0,38.0,0.5373117647058824,0.5042760784313725,0.3238980392156862,0.009682455188907303,0.009190393192245154,0.010385690922241703,-0.003103149687294484,-0.00240003498921505,0.006726773082625317
2.0,39.0,0.5373117647058824,0.5042760784313725,0.3238980392156862,0.009682455188907303,0.009190393192245154,0.010385690922241703,-0.003103149687294484,-0.00240003498921505,0.006726773082625317
2.0,4.0,0.5115329411764705,0.554207450980392,0.3910839215686275,0.008373359183835982,0.005986317334772927,0.00963552877047539,-0.002104452190636005,-0.0011227266682655667,-0.003559227964929083
2.0,40.0,0.5325294117647058,0.533623137254902,0.2892117647058823,0.010335974659631857,0.007343537819907926,0.0085802622135911,0.005199708383394265,0.0031967301404297113,0.0035619901332716317
2.0,41.0,0.5403443137254903,0.5410427450980392,0.2965145098039215,0.0082375077883805,0.0060485504505513,0.00923796602621067,-0.005814368742675246,-0.0032788390940723215,0.0034619652028587767
2.0,42.0,0.5632333333333333,0.5234823529411765,0.299852156862745,0.008155259787820578,0.006042341946114237,0.014167330175112649,0.003879845057641494,0.003187443918238033,0.009224025924056151
2.0,43.0,0.5202486274509803,0.4940121568627451,0.2812121568627451,0.007832836804798847,0.00510493709812917,0.012144128175169598,0.0032729178505103576,-0.0028247398088005874,-0.0034746612403440146
2.0,44.0,0.5476988235294118,0.5447172549019607,0.3767592156862746,0.008533864747005591,0.00495930628217915,0.01330827116320244,-0.0038957515923347882,-0.0025493032510192503,-0.007832292273753615
2.0,5.0,0.48399411764705885,0.5254592156862744,0.3799086274509804,0.008977187329508975,0.006953503610177194,0.014615879936847294,0.0034621891079725103,0.003933576506552483,0.008471462674696121
2.0,6.0,0.49207490196078435,0.5428094117647059,0.42838784313725503,0.010337007338819048,0.007535343904975001,0.013022694407343915,0.004946570239539026,-0.0038059158230951532,-0.00815393783580036
2.0,7.0,0.5695486274509802,0.5564596078431371,0.3450329411764705,0.008777940606532423,0.006899545210092687,0.011256831453109097,0.002978555118491459,-0.0034353979773262865,-0.003971973092417101
2.0,8.0,0.5624858823529411,0.5398992156862745,0.3269419607843137,0.009318187405933775,0.007615338444430546,0.010860516484065276,-0.003808022919907867,-0.003931330478868436,-0.004305891589941172
2.0,9.0,0.611156862745098,0.60936431372549,0.40402235294117655,0.007307782898261291,0.005755272513707411,0.008243356940040103,-0.004481209544948041,-0.0022532112574344693,0.001795667088738026
3.0,1.0,0.5107407843137255,0.4895568627450981,0.1861827450980392,0.012383980170351918,0.01077927226189055,0.011852776521342926,-0.0075243322953622935,-0.007577672980937368,-0.005518489703685757
3.0,10.0,0.5544192156862744,0.5443917647058824,0.24578901960784313,0.008273716521773063,0.006931603002520026,0.00975513631406344,-0.0032010319082549014,-0.003444124360171467,-0.006344834187265811
3.0,11.0,0.5504274509803921,0.5374737254901961,0.22897254901960787,0.008212591489737974,0.0077995715139752815,0.01168960078994231,-0.003628420111062733,-0.002105435684301918,0.0019769546139648533
3.0,12.0,0.5534341176470587,0.4929780392156863,0.2320858823529412,0.010577990330445007,0.009311187798759085,0.01854856874218867,-0.0073449870757652845,-0.008190062754794367,-0.017766969484314207
3.0,13.0,0.5805486274509802,0.5203580392156862,0.23104705882352947,0.008089377687594348,0.006228760061449977,0.011034956166348527,-0.004348553939421611,-0.0026843063262713797,0.006707209989192742
3.0,14.0,0.5259996078431372,0.49298313725490195,0.21440745098039218,0.015754374719389008,0.012898685745604469,0.027034646428187595,-0.011418271750295014,-0.010519438750697439,-0.02704715936384218
3.0,15.0,0.5715827450980391,0.500801568627451,0.27011607843137253,0.009553738850756317,0.007333669531980964,0.011088198949334516,-0.002906727169209463,-0.0017756785706283256,0.006103010588131184
3.0,16.0,0.5847799999999999,0.531118431372549,0.2124482352941177,0.009222077708553066,0.007437760160253942,0.0111432733738361,-0.00378649927467623,0.003937799351194281,0.005960747542463772
3.0,17.0,0.5340788235294118,0.4967105882352941,0.20069372549019612,0.008834034696101114,0.006739184092300158,0.01119702711546815,0.004863920962402808,-0.0019051745695191167,-0.0016413322892150813
3.0,18.0,0.563436862745098,0.5365149019607843,0.17194313725490193,0.008471934388313692,0.006290289361686665,0.011208299878178203,0.004304078939335443,0.001641448668526297,-0.004516992582477959
3.0,19.0,0.5169466666666667,0.4994027450980392,0.16662666666666665,0.008907143727425057,0.0070140241896192715,0.011865383573051488,-0.004280370761574894,0.0035010769227446807,0.004107138747279261
3.0,2.0,0.5330760784313726,0.5067811764705882,0.18598117647058826,0.011056665510482264,0.007883881775451018,0.012906909450851205,0.0049630862337861955,-0.0027357047432091447,0.0052200228578694035
3.0,20.0,0.5019058823529412,0.49742588235294116,0.17360274509803922,0.0084217948336394,0.007067901613491305,0.012062441867475605,-0.00406439888736603,-0.002620123313491211,0.004670343914782887
3.0,21.0,0.5452835294117646,0.5134607843137254,0.21391372549019616,0.008480080656185392,0.005484792508912355,0.011257768303450013,0.0058088520896125055,0.0018853814733084879,-0.006380811640630526
3.0,22.0,0.5532286274509802,0.525281568627451,0.2242368627450981,0.008528061294937524,0.005457000146227278,0.010091969117900768,0.0055865163020276404,-0.0023493220233666056,-0.0033700662665478247
3.0,23.0,0.5326239215686275,0.5133098039215686,0.22665098039215692,0.008590809167535839,0.005379506015176532,0.011524598168150236,0.0035809805317750607,0.0012703359520162937,0.008782889141398048
3.0,24.0,0.5036960784313727,0.4893807843137255,0.19773607843137256,0.017131956712296555,0.01707449250631853,0.03656109888543943,0.025740201326827132,0.027523042355500127,0.05952794765671439
3.0,25.0,0.5237313725490196,0.5110819607843138,0.183481568627451,0.007781075782347968,0.00538311425738257,0.01328629022847879,-0.0028422463914400033,-0.0014765989601109978,0.006963875654234078
3.0,26.0,0.5366458823529411,0.5205839215686274,0.19133764705882353,0.007608229129080186,0.005687557380641812,0.01288273243240846,-0.0019305979992106882,0.003236339545526392,0.00197879041918425
3.0,27.0,0.5258682352941176,0.5222999999999999,0.25699529411764704,0.007857151244721566,0.005202427124097518,0.011584938690378261,0.004961014611895209,-0.0011321316531438463,-0.008504776187996988
3.0,28.0,0.5996674509803921,0.539736862745098,0.1571149019607843,0.009321964537444355,0.007242212102662154,0.010474013914161487,0.006456633879189034,-0.0037965867722606385,-0.0037270185601149253
3.0,29.0,0.5647588235294116,0.5004521568627451,0.09392156862745098,0.00838474819579007,0.007217717009638063,0.009958082079035624,-0.002920049456410625,-0.0031592532770506913,-0.004501074084141682
3.0,3.0,0.5595478431372548,0.5228145098039215,0.19430549019607846,0.012477175415281852,0.007850747983866884,0.012311668112128067,0.005323290166894591,-0.0028403761589138017,-0.005541722463676341
3.0,30.0,0.6323815686274508,0.5756113725490195,0.13590627450980391,0.008711088983604561,0.0070033717259965385,0.011225028873130545,0.004418214802037968,-0.0035028399375304567,0.006527985420369867
3.0,31.0,0.6259615686274508,0.5676317647058823,0.14304588235294113,0.009247880320741543,0.007309529143619471,0.01316529469440844,0.00521119303658046,-0.002483564336249408,0.007473540733038258
3.0,32.0,0.5234596078431373,0.49056352941176473,0.200761568627451,0.009009442831314208,0.00741759321610247,0.012243013125697512,0.0055503621717021435,-0.004630254271841348,0.003465745455886057
3.0,33.0,0.5140686274509803,0.5309803921568628,0.1772313725490196,0.011208721099272505,0.009326575243196852,0.013443469005447326,0.0043428601948946694,0.004706753651304445,0.008618250865737934
3.0,34.0,0.5451160784313724,0.5580945098039214,0.2290890196078432,0.014213281116345804,0.010840311790156433,0.017248049757977616,-0.008652785513169323,-0.006897254083887941,0.00962548218917411
3.0,35.0,0.5514050980392156,0.5709223529411764,0.22196117647058827,0.0074706356953873135,0.00540286417840182,0.015623393568784978,-0.002171905611316948,0.0024874986253817103,0.009457175787086705
3.0,36.0,0.5699741176470586,0.5842207843137254,0.18898,0.013506531627945267,0.010993226609856434,0.010730086830901828,0.007078693254553911,0.007965037145193268,0.004039446284309559
3.0,37.0,0.5022827450980393,0.4874439215686275,0.22309490196078435,0.008270475356940355,0.005485820048732385,0.011620768744162568,0.003188819847109391,0.001874771728919919,-0.008227043845265847
3.0,38.0,0.5370098039215685,0.5176109803921568,0.26234941176470583,0.02214849529666045,0.016231559369616844,0.01683587425408225,-0.012906550459039455,-0.009615554618802123,-0.009994488368007239
3.0,39.0,0.500566274509804,0.4807360784313726,0.19845294117647064,0.009777807290857555,0.008873937674885203,0.012843164047270362,-0.0034095240482210206,-0.0048395371183131905,-0.0038513972454648797
3.0,4.0,0.544403137254902,0.5223050980392157,0.2637588235294117,0.010732352652799497,0.007528524416666863,0.011287769014950261,-0.003560221167301402,0.004495797264676108,-0.007180981709713458
3.0,40.0,0.49186705882352943,0.5082772549019609,0.2228596078431373,0.008928214538217927,0.006561272452335112,0.01313931933442854,0.007289663467836702,0.007754911880324042,0.009724216315626394
3.0,41.0,0.5058431372549019,0.48819686274509805,0.1986109803921569,0.008436660448498579,0.005490621776213251,0.010444737391492404,-0.0030784597444891886,-0.0037769776479706038,0.0051188749538364706
3.0,42.0,0.5106070588235293,0.49241529411764706,0.1940101960784314,0.008394590960910471,0.005429718995124251,0.011220381054974868,0.001936813449927311,0.0013487877959132354,-0.005947114915240203
3.0,43.0,0.526098431372549,0.5027047058823529,0.19190313725490196,0.007804654601497333,0.0052083302246818735,0.013830697020923525,0.0018800591858084722,0.0016569443326358761,-0.0054336694433220105
3.0,44.0,0.48416627450980393,0.5069262745098039,0.21134980392156869,0.0083513634153837,0.005598837634076278,0.011887209490917912,0.0037527337389799222,-0.0026301184352039856,0.009156584404690773
3.0,45.0,0.5208941176470587,0.5384533333333333,0.24228000000000002,0.00928444603090193,0.007841576942835136,0.009740669716224289,-0.006079489506402764,-0.010018922478686576,-0.008242141860270258
3.0,46.0,0.5176392156862745,0.5325250980392157,0.2429745098039216,0.009354890247854557,0.0073539845429677194,0.010670686778482937,-0.0036332522131540413,-0.003294328043639854,0.004964442928570097
3.0,47.0,0.4745066666666667,0.5234090196078431,0.23904000000000006,0.006665281701584441,0.005346088424063753,0.01343845123900783,-0.004085673408514073,0.002008840661706012,-0.007189081508551451
3.0,48.0,0.5480674509803921,0.5720325490196078,0.1836886274509804,0.007105562214145002,0.005575741258393001,0.014774996616880663,-0.0028054251290656703,-0.0021955916872840003,0.009685775703070349
3.0,49.0,0.5326262745098039,0.4624380392156863,0.1580933333333333,0.00918718321410092,0.007259848986368982,0.010239071919447888,-0.0037811322775116556,-0.004193490689221079,-0.005630342845310958
3.0,5.0,0.4934356862745098,0.5121713725490196,0.17635882352941176,0.009667648035139365,0.00799716050146056,0.011930522791851564,0.0046436702807899025,0.002298514641820177,-0.0049473906046392895
3.0,50.0,0.5674282352941175,0.5020631372549019,0.18477333333333334,0.008340584029035706,0.007282743387592292,0.010776584866819932,0.002039384184633713,-0.005214594781042209,-0.004825695388510415
3.0,51.0,0.514423137254902,0.49509450980392156,0.2095423529411765,0.008940532819969952,0.006066971093924668,0.01186269720294982,-0.0028727669326958248,-0.002619326013079133,0.006614031101703727
3.0,52.0,0.5292039215686275,0.5153466666666666,0.22858862745098044,0.008211535289040195,0.005470413153428581,0.011323995060453755,0.005239419121143148,-0.001631102901080255,0.008893414646952745
3.0,53.0,0.5296364705882353,0.5103678431372548,0.20591607843137258,0.009115953213945668,0.0060197311860647,0.011570372776286753,0.002245854372105697,0.0032792396628155483,-0.007169107538626806
3.0,54.0,0.5046866666666667,0.4902007843137255,0.16810627450980387,0.012866054087765678,0.010324380211854793,0.012729847642133278,0.001334609636860521,-0.006525919480559388,-0.006293120824477988
3.0,55.0,0.5433682352941176,0.5256619607843137,0.15944941176470587,0.007357651604932232,0.005671897389085112,0.012488289225575391,0.0042988887498415255,0.003436692695853653,-0.007612512950685744
3.0,56.0,0.5689607843137253,0.5518349019607842,0.15604941176470585,0.0095299564114508,0.006831322561218259,0.011494401452199637,0.003945816106113606,-0.003044109151328315,-0.006257944089539183
3.0,57.0,0.5940356862745096,0.5667015686274509,0.13739882352941177,0.010299896185783055,0.006401557852977738,0.012478819031209929,0.0040243561730843504,-0.0027146801979466405,0.0068846275620531965
3.0,58.0,0.6056360784313723,0.5745929411764704,0.14017019607843134,0.00952227293321751,0.005550024934913573,0.013037877826102738,-0.005724569782210468,0.001696783864836746,-0.00699088815883357
3.0,59.0,0.5218196078431372,0.5137321568627451,0.2509019607843137,0.008312896740047255,0.00562372235564759,0.013467262768448268,0.004984928287517667,0.0021977272690709834,-0.008647548888491313
3.0,6.0,0.4944454901960785,0.48271333333333344,0.19252274509803924,0.010512006675805156,0.009919983125272447,0.012842520631807174,0.005013666948114169,-0.006384617110138763,0.0052046050748473065
3.0,60.0,0.5482007843137255,0.5153549019607843,0.23671960784313728,0.00868855594347702,0.005515153010196085,0.013418280580929816,0.005107902989225729,-0.001692804244018211,0.008766542891427396
